S.No.,Company Name,Job Title,Salaries Reported,Location,Salary
2815,Bahar Infotech,Data Analyst,2,Mumbai,182268
2816,LTI,Data Analyst,2,Mumbai,263304
2817,Bookmyshow,Data Analyst,2,Mumbai,556567
2818,The Sparks Foundation,Data Analyst,2,Mumbai,304980
2819,SAP,Data Analyst,2,Mumbai,453024
2820,Viacom 18,Data Analyst,2,Mumbai,322944
2821,Fresher,Data Analyst,2,Mumbai,274728
2822,CRISIL,Data Analyst,2,Mumbai,180996
2823,Rein Labs,Data Analyst,2,Mumbai,173652
2824,Doxper,Data Analyst,2,Mumbai,581246
2825,CMC,Data Analyst,2,Mumbai,181488
2826,GreenPoint Global,Data Analyst,2,Mumbai,185388
2827,Experian,Data Analyst,2,Mumbai,232692
2828,iKen Solutions,Data Analyst,2,Mumbai,1061000
2829,Motilal Oswal Financial Services,Data Analyst,2,Mumbai,187488
2830,EMPLOYERS,Data Analyst,2,Mumbai,429071
2831,Hotstar,Data Analyst,2,Mumbai,1814306
2832,TWGE Solutions,Data Analyst,2,Mumbai,307368
2833,PwC,Data Analyst,2,Mumbai,634632
2834,InSync Analytics,Data Analyst,2,Mumbai,208032
2835,JustDial,Data Analyst,2,Mumbai,322104
2836,Angel One,Data Analyst,2,Mumbai,574764
2837,Mphasis,Data Analyst,2,Mumbai,386026
2838,72 Dragons,Data Analyst,2,Mumbai,276516
2839,Fresherworld.com,Data Analyst,2,Mumbai,217032
2840,Jeet Techno Solutions,Data Analyst,2,Mumbai,435348
2841,FedEx,Data Analyst,2,Mumbai,676224
2842,CitiusTech,Data Analyst,2,Mumbai,584620
2843,Mintifi,Data Analyst,2,Mumbai,203280
2844,TransUnion,Data Analyst,2,Mumbai,297816
2845,DXC Technology,Data Analyst,2,Mumbai,731418
2846,PharmEasy,Data Analyst,2,Mumbai,887544
2847,SMARTe,Data Analyst,2,Mumbai,271325
2848,RedQuanta,Data Analyst,2,Mumbai,502212
2849,Raam Group,Data Analyst,2,Mumbai,626664
2850,CloudFronts Technologies,Data Analyst,2,Mumbai,888936
2851,Piramal Enterprises,Data Analyst,2,Mumbai,1274412
2852,Amazon,Data Analyst,2,Mumbai,1002198
2853,Aditya Birla Group,Data Analyst,2,Mumbai,765180
2854,IIFL,Data Analyst,2,Mumbai,276376
2855,Brandscapes Worldwide,Data Analyst,2,Mumbai,245202
2856,Candere.com,Data Analyst,2,Mumbai,504107
2857,Virtusa,Data Analyst,2,Mumbai,255276
2858,OYO,Data Analyst,2,Mumbai,447676
2859,Nielsen,Data Analyst,2,Mumbai,609381
2860,peel-works,Data Analyst,2,Mumbai,451723
2861,QuantumLink,Data Analyst,2,Mumbai,340824
2862,Alpha Alternatives,Data Analyst,2,Mumbai,187404
2863,AIG,Data Analyst,2,Mumbai,1187386
2864,Pragmatix,Data Analyst,2,Mumbai,687251
2865,Vasta Global,Data Analyst,2,Mumbai,354960
2866,Acuris Global,Data Analyst,2,Mumbai,144720
2867,Quess,Data Analyst,2,Mumbai,440736
2868,Credit Suisse,Data Analyst,2,Mumbai,1270416
2869,Satori Group (India),Data Analyst,2,Mumbai,250644
2870,IBM,Data Analyst,2,Mumbai,998289
2871,Sapio Analytics,Data Analyst,2,Mumbai,96744
2872,First Student,Data Analyst,2,Mumbai,150660
2873,Bloomberg L.P.,Data Analyst,2,Mumbai,1668864
2874,Oceanic Pharmachem,Data Analyst,2,Mumbai,479956
2875,SMEcorner,Data Analyst,2,Mumbai,511779
2876,Reliance Industries,Data Analyst,2,Mumbai,424104
2877,FSN Ecommerce Ventures,Data Analyst,2,Mumbai,1242641
2943,IBM,Data Engineer,46,Bangalore,816692
2944,Tata Consultancy Services,Data Engineer,40,Bangalore,510646
2945,LTI,Data Engineer,32,Bangalore,437609
2946,Accenture,Data Engineer,31,Bangalore,654767
2947,DXC Technology,Data Engineer,22,Bangalore,626072
2948,Amazon,Data Engineer,20,Bangalore,1430729
2949,GE,Data Engineer,17,Bangalore,1129307
2950,Fractal,Data Engineer,16,Bangalore,1097825
2951,Quantiphi,Data Engineer,15,Bangalore,795550
2952,DataWeave,Data Engineer,15,Bangalore,733769
2953,Capgemini,Data Engineer,14,Bangalore,677369
2954,Infosys,Data Engineer,14,Bangalore,598946
2955,Target,Data Engineer,14,Bangalore,1198603
2956,Mindtree,Data Engineer,13,Bangalore,452198
2957,Shell,Data Engineer,12,Bangalore,1541682
2958,Hewlett Packard Enterprise | HPE,Data Engineer,11,Bangalore,568656
2959,Wipro,Data Engineer,11,Bangalore,529773
2960,MAERSK,Data Engineer,11,Bangalore,1074883
2961,GE Digital,Data Engineer,11,Bangalore,1274504
2962,Cisco Systems,Data Engineer,10,Bangalore,1437808
2963,BRIDGEi2i,Data Engineer,10,Bangalore,590352
2964,Enquero,Data Engineer,9,Bangalore,628945
2965,Cognizant Technology Solutions,Data Engineer,8,Bangalore,567458
2966,Cargill,Data Engineer,7,Bangalore,1300000
2967,Fragma Data Systems,Data Engineer,7,Bangalore,458749
2968,Lowe's Home Improvement,Data Engineer,7,Bangalore,1008975
2969,Altimetrik,Data Engineer,7,Bangalore,534757
2970,Affine,Data Engineer,7,Bangalore,677584
2971,FOKAL,Data Engineer,6,Bangalore,730063
2972,Lumen,Data Engineer,6,Bangalore,694460
2973,Visa Inc.,Data Engineer,6,Bangalore,1325345
2974,Blackbuck Insights,Data Engineer,6,Bangalore,604706
2975,Brillio,Data Engineer,6,Bangalore,514393
2976,phData,Data Engineer,6,Bangalore,791256
2977,Tech Mahindra,Data Engineer,6,Bangalore,544680
2978,Hewlett-Packard,Data Engineer,6,Bangalore,586830
2979,Capital One,Data Engineer,6,Bangalore,1648787
2980,Datagrokr,Data Engineer,5,Bangalore,610857
2981,Mu Sigma,Data Engineer,5,Bangalore,786846
2982,Honeywell,Data Engineer,5,Bangalore,854490
2983,Walmart Global Tech,Data Engineer,5,Bangalore,1513463
2984,Tavant,Data Engineer,5,Bangalore,610857
2985,Futurense Technologies,Data Engineer,5,Bangalore,660000
2986,The Data Team,Data Engineer,5,Bangalore,903446
2987,VMware,Data Engineer,5,Bangalore,2300000
2988,Neustar,Data Engineer,5,Bangalore,962755
2989,Mercedes-Benz Research and Development India,Data Engineer,4,Bangalore,1159497
2990,Société Générale,Data Engineer,4,Bangalore,860820
2991,ABC,Data Engineer,4,Bangalore,1068485
2992,Wipro Technologies,Data Engineer,4,Bangalore,416478
2993,Intuit,Data Engineer,4,Bangalore,2025552
2994,Walmart,Data Engineer,4,Bangalore,2011380
2995,ITTStar Consulting,Data Engineer,4,Bangalore,584254
2996,Fidelity Investments,Data Engineer,4,Bangalore,1006527
2997,Tribes.AI,Data Engineer,4,Bangalore,252996
2998,DONE by NONE,Data Engineer,4,Bangalore,308220
2999,Dell Technologies,Data Engineer,4,Bangalore,860699
3000,Embibe,Data Engineer,4,Bangalore,1225041
3001,Sigmoid,Data Engineer,4,Bangalore,1178751
3002,ANZ Bank,Data Engineer,3,Bangalore,1289859
3003,Quotient,Data Engineer,3,Bangalore,602930
3004,PwC,Data Engineer,3,Bangalore,750000
3005,Zeotap,Data Engineer,3,Bangalore,2166482
3006,Deloitte,Data Engineer,3,Bangalore,515940
3007,NTT DATA,Data Engineer,3,Bangalore,453157
3008,GE Aviation,Data Engineer,3,Bangalore,1031658
3009,TheMathCompany,Data Engineer,3,Bangalore,600000
3010,Danske IT and Support Services,Data Engineer,3,Bangalore,471709
3011,IBM,Data Engineer,3,Bangalore,1000000
3012,KPMG,Data Engineer,3,Bangalore,1170809
3013,Indegene,Data Engineer,3,Bangalore,865380
3014,Pluto7,Data Engineer,3,Bangalore,860576
3015,ExxonMobil,Data Engineer,3,Bangalore,1158850
3016,Autodesk,Data Engineer,3,Bangalore,1917053
3017,NatWest Group,Data Engineer,3,Bangalore,1863568
3018,Flipkart,Data Engineer,3,Bangalore,966230
3019,Tredence,Data Engineer,3,Bangalore,865117
3020,HP Inc.,Data Engineer,3,Bangalore,870216
3021,EC-Mobility,Data Engineer,3,Bangalore,398975
3022,ITC Infotech,Data Engineer,3,Bangalore,1130119
3023,Landmark Group,Data Engineer,3,Bangalore,1129307
3024,Tiger Analytics,Data Engineer,3,Bangalore,1208801
3025,Jio,Data Engineer,3,Bangalore,916251
3026,Accenture,Data Engineer,3,Bangalore,604404
3027,Inference Labs,Data Engineer,2,Bangalore,707877
3028,GlaxoSmithKline,Data Engineer,2,Bangalore,820984
3029,Nones,Data Engineer,2,Bangalore,628661
3030,Novotech,Data Engineer,2,Bangalore,1164732
3031,Legato Health Technologies,Data Engineer,2,Bangalore,721501
3032,SAP,Data Engineer,2,Bangalore,1764290
3033,NIKE,Data Engineer,2,Bangalore,1967502
3034,AffinityAnswers,Data Engineer,2,Bangalore,735014
3035,Ericsson IT Solutions & Services,Data Engineer,2,Bangalore,708216
3036,Wells Fargo,Data Engineer,2,Bangalore,2336080
3037,Luxoft,Data Engineer,2,Bangalore,1368953
3038,LendingKart,Data Engineer,2,Bangalore,973293
3039,Oracle,Data Engineer,2,Bangalore,1163867
3040,Quaero,Data Engineer,2,Bangalore,541849
3041,Aptus Data Labs,Data Engineer,2,Bangalore,625837
3042,Virtusa,Data Engineer,2,Bangalore,674480
3043,Baker Hughes,Data Engineer,2,Bangalore,1303425
3044,nference,Data Engineer,2,Bangalore,890822
3045,Brillo Technologies,Data Engineer,2,Bangalore,733602
3046,Anonymous Content,Data Engineer,2,Bangalore,1538205
3047,GE Healthcare,Data Engineer,2,Bangalore,549960
3048,Ecolab Digital Center,Data Engineer,2,Bangalore,512250
3049,Goibibo,Data Engineer,2,Bangalore,2490492
3050,Data Semantics,Data Engineer,2,Bangalore,624665
3051,DataWeave,Data Engineer,2,Bangalore,292920
3052,HashedIn by Deloitte,Data Engineer,2,Bangalore,1025000
3053,Commonwealth Bank of Australia,Data Engineer,2,Bangalore,2250000
3054,Razorthink,Data Engineer,2,Bangalore,974234
3055,Servian,Data Engineer,2,Bangalore,954869
3056,Siemens Healthineers,Data Engineer,2,Bangalore,1621262
3057,Senvion,Data Engineer,2,Bangalore,938141
3058,Quantiphi,Data Engineer,2,Bangalore,487320
3059,MAERSK,Data Engineer,2,Bangalore,481764
3060,Searce,Data Engineer,2,Bangalore,893330
3061,Happiest Minds Technologies,Data Engineer,2,Bangalore,1276978
3062,Nineleaps Technology Solutions,Data Engineer,2,Bangalore,666571
3063,Zylotech,Data Engineer,2,Bangalore,735792
3064,EY,Data Engineer,2,Bangalore,609565
3065,Koch Industries,Data Engineer,2,Bangalore,1310580
3066,Kmart,Data Engineer,2,Bangalore,1058039
3067,Moody's Analytics,Data Engineer,2,Bangalore,1147975
3068,Rakuten,Data Engineer,2,Bangalore,852482
3069,Wissen Infotech,Data Engineer,2,Bangalore,340078
3070,Fabulyst,Data Engineer,2,Bangalore,112931
3071,Publicis Sapient,Data Engineer,2,Bangalore,1654767
3072,Cimpress,Data Engineer,2,Bangalore,1532784
3073,Nabler Web Solutions,Data Engineer,2,Bangalore,620504
3074,KreditBee,Data Engineer,2,Bangalore,1162739
3075,BT,Data Engineer,2,Bangalore,1234705
3076,EXL Service,Data Engineer,2,Bangalore,507137
3077,Gojek,Data Engineer,2,Bangalore,1974888
3078,ConcertAI,Data Engineer,2,Bangalore,2647046
3079,Google,Data Engineer,2,Bangalore,1044365
3080,CrowdANALYTIX,Data Engineer,2,Bangalore,488856
3081,Sigmoid,Data Engineer,2,Bangalore,676476
3082,Optum,Data Engineer,2,Bangalore,1279052
3142,IBM,Data Engineer,21,Pune,719166
3143,Tata Consultancy Services,Data Engineer,21,Pune,439213
3144,LTI,Data Engineer,16,Pune,522539
3145,Accenture,Data Engineer,11,Pune,683642
3146,Datametica,Data Engineer,9,Pune,524121
3147,Teradata,Data Engineer,7,Pune,1507325
3148,Innoplexus,Data Engineer,6,Pune,1013717
3149,Infosys,Data Engineer,6,Pune,446476
3150,Schlumberger,Data Engineer,6,Pune,672465
3151,Bajaj Finance,Data Engineer,5,Pune,624033
3152,Cognizant Technology Solutions,Data Engineer,5,Pune,511122
3153,MAERSK,Data Engineer,4,Pune,800848
3154,Wipro Technologies,Data Engineer,4,Pune,476563
3155,Bajaj Finserv Health,Data Engineer,4,Pune,420000
3156,Cubictree Technology Solutions,Data Engineer,3,Pune,322465
3157,Clairvoyant,Data Engineer,3,Pune,563196
3158,Wipro,Data Engineer,3,Pune,471463
3159,Infostretch,Data Engineer,3,Pune,429953
3160,Barclays,Data Engineer,3,Pune,1145314
3161,Bitwise,Data Engineer,3,Pune,490577
3162,Capgemini,Data Engineer,3,Pune,1289572
3163,Amdocs,Data Engineer,3,Pune,500000
3164,SG Analytics,Data Engineer,3,Pune,788964
3165,Saama Technologies,Data Engineer,3,Pune,656134
3166,ThinkBumblebee Analytics,Data Engineer,2,Pune,1556162
3167,Xoriant,Data Engineer,2,Pune,1328444
3168,Turtlemint,Data Engineer,2,Pune,1277470
3169,vCreaTek,Data Engineer,2,Pune,510826
3170,Mastercard,Data Engineer,2,Pune,924300
3171,IBM,Data Engineer,2,Pune,589439
3172,Birlasoft,Data Engineer,2,Pune,2002418
3173,Softech Solutions (India),Data Engineer,2,Pune,477369
3174,T-Systems,Data Engineer,2,Pune,1572029
3175,Neal Analytics,Data Engineer,2,Pune,685014
3176,Globant,Data Engineer,2,Pune,3556740
3177,Atos-Syntel,Data Engineer,2,Pune,438469
3178,Hashmap,Data Engineer,2,Pune,1682089
3179,Red Hat,Data Engineer,2,Pune,996481
3180,Atlas Copco,Data Engineer,2,Pune,873885
3181,Mastercard,Data Engineer,2,Pune,1499338
3182,Bitwise Solutions (India),Data Engineer,2,Pune,480814
3183,Michelin,Data Engineer,2,Pune,880608
3292,LTI Senior,Data Engineer,16,Pune,796277
3293,Exadatum Big,Data Engineer,15,Pune,797112
3294,Datametica Big,Data Engineer,8,Pune,532946
3295,Tata Consultancy Services Big,Data Engineer,6,Pune,614349
3296,Amazon,Data Engineer,31,Hyderabad,1296048
3297,Tata Consultancy Services,Data Engineer,27,Hyderabad,515944
3298,Infosys,Data Engineer,13,Hyderabad,565059
3299,Accenture,Data Engineer,11,Hyderabad,706283
3300,SpringML,Data Engineer,10,Hyderabad,838568
3301,IBM,Data Engineer,8,Hyderabad,504488
3302,Cognizant Technology Solutions,Data Engineer,8,Hyderabad,613915
3303,Amazon,Data Engineer,7,Hyderabad,298416
3304,DBS Bank,Data Engineer,7,Hyderabad,1161382
3305,Legato Health Technologies,Data Engineer,6,Hyderabad,904145
3306,Enquero,Data Engineer,5,Hyderabad,1249434
3307,Capgemini,Data Engineer,5,Hyderabad,900000
3308,UnitedHealth Group,Data Engineer,4,Hyderabad,1083545
3309,GGK Tech,Data Engineer,4,Hyderabad,903446
3310,GATHI ANALYTICS,Data Engineer,3,Hyderabad,954842
3311,LTI,Data Engineer,3,Hyderabad,500000
3312,Novartis,Data Engineer,3,Hyderabad,716215
3313,Wipro Technologies,Data Engineer,3,Hyderabad,847539
3314,Dun & Bradstreet,Data Engineer,3,Hyderabad,1108068
3315,Virtusa,Data Engineer,3,Hyderabad,1208801
3316,Deloitte,Data Engineer,3,Hyderabad,699220
3317,Innominds Software,Data Engineer,3,Hyderabad,1221714
3318,RoundSqr,Data Engineer,3,Hyderabad,618995
3319,ADP,Data Engineer,3,Hyderabad,1067026
3320,Fanatics,Data Engineer,3,Hyderabad,1917053
3321,Optum,Data Engineer,3,Hyderabad,880575
3322,SureIT Solutions,Data Engineer,2,Hyderabad,1017343
3323,Micron Technology,Data Engineer,2,Hyderabad,1124024
3324,Nisum,Data Engineer,2,Hyderabad,1642294
3325,ACS Solutions,Data Engineer,2,Hyderabad,1156731
3326,Nones,Data Engineer,2,Hyderabad,862368
3327,Infor,Data Engineer,2,Hyderabad,844116
3328,Wipro,Data Engineer,2,Hyderabad,1346904
3329,J.P. Morgan,Data Engineer,2,Hyderabad,1084680
3330,S&P Global,Data Engineer,2,Hyderabad,1139800
3331,HSBC Software Development India,Data Engineer,2,Hyderabad,794110
3332,TTEC,Data Engineer,2,Hyderabad,1251502
3333,MarketLinc,Data Engineer,2,Hyderabad,2658491
3334,Genpact,Data Engineer,2,Hyderabad,416229
3335,Mindtree,Data Engineer,2,Hyderabad,353684
3336,Attra,Data Engineer,2,Hyderabad,739714
3337,Optum Global Solutions,Data Engineer,2,Hyderabad,791133
3338,HCL Technologies,Data Engineer,2,Hyderabad,95593
3339,Tech Mahindra,Data Engineer,2,Hyderabad,1115124
3340,MAQ Software,Data Engineer,2,Hyderabad,342948
3341,Predera,Data Engineer,2,Hyderabad,413740
3342,HealthPointe Solutions,Data Engineer,2,Hyderabad,872461
3458,Tata Consultancy Services,Data Engineer,22,New Delhi,649541
3459,IBM,Data Engineer,10,New Delhi,601475
3460,dunnhumby,Data Engineer,8,New Delhi,1320578
3461,Amazon,Data Engineer,7,New Delhi,1115191
3462,LTI,Data Engineer,7,New Delhi,502442
3463,Paytm,Data Engineer,7,New Delhi,1196790
3464,Genpact,Data Engineer,5,New Delhi,381786
3465,NCR,Data Engineer,5,New Delhi,625768
3466,Decision Point,Data Engineer,4,New Delhi,430538
3467,Coforge,Data Engineer,4,New Delhi,1555930
3468,Lumiq (India),Data Engineer,4,New Delhi,501180
3469,Fractal,Data Engineer,4,New Delhi,1165059
3470,NatWest Group,Data Engineer,4,New Delhi,3141490
3471,Ameriprise,Data Engineer,4,New Delhi,813912
3472,Intelegencia,Data Engineer,3,New Delhi,870393
3473,MakeMyTrip,Data Engineer,3,New Delhi,1204567
3474,Capgemini,Data Engineer,3,New Delhi,1200000
3475,Innovaccer,Data Engineer,3,New Delhi,447475
3476,nThrive,Data Engineer,3,New Delhi,837753
3477,OYO,Data Engineer,3,New Delhi,1100000
3478,Nokia,Data Engineer,3,New Delhi,1000000
3479,Elucidata (MA),Data Engineer,3,New Delhi,690356
3480,Mastercard,Data Engineer,3,New Delhi,1648788
3481,EXL Service,Data Engineer,3,New Delhi,644930
3482,Optum,Data Engineer,3,New Delhi,1108068
3483,Nagarro,Data Engineer,2,New Delhi,526709
3484,UnitedHealth Group,Data Engineer,2,New Delhi,947195
3485,ZS Associates,Data Engineer,2,New Delhi,883697
3486,Skuad,Data Engineer,2,New Delhi,585269
3487,ABC,Data Engineer,2,New Delhi,692532
3488,Webhelp,Data Engineer,2,New Delhi,916326
3489,Atlan,Data Engineer,2,New Delhi,1331269
3490,Lumen,Data Engineer,2,New Delhi,699469
3491,Zomato,Data Engineer,2,New Delhi,3162981
3492,Optum Global Solutions,Data Engineer,2,New Delhi,986536
3493,Octro,Data Engineer,2,New Delhi,856020
3494,MapmyIndia,Data Engineer,2,New Delhi,270780
3495,Fidelity Investments,Data Engineer,2,New Delhi,1062087
3496,IHS Markit,Data Engineer,2,New Delhi,917271
3497,Evalueserve,Data Engineer,2,New Delhi,838524
3498,Tokopedia,Data Engineer,2,New Delhi,1364409
3499,Freelancer,Data Engineer,2,New Delhi,1271011
3500,Axtria,Data Engineer,2,New Delhi,470004
3501,TO THE NEW,Data Engineer,2,New Delhi,641374
3502,Q3 Technologies,Data Engineer,2,New Delhi,759321
3503,Urban Company,Data Engineer,2,New Delhi,1589903
3504,Maven Wave Partners,Data Engineer,2,New Delhi,1377267
3505,HCL Technologies,Data Engineer,2,New Delhi,358214
3506,Accenture,Data Engineer,2,New Delhi,972097
3507,Tech Mahindra,Data Engineer,2,New Delhi,540800
3508,Cognizant Technology Solutions,Data Engineer,2,New Delhi,909909
3509,Google,Data Engineer,2,New Delhi,736515
3620,Coforge Senior,Data Engineer,17,New Delhi,1476259
3621,Quantiphi,Data Engineer,40,Mumbai,730063
3622,LTI,Data Engineer,33,Mumbai,500000
3623,Tata Consultancy Services,Data Engineer,19,Mumbai,500000
3624,Jio,Data Engineer,9,Mumbai,530128
3625,Fractal,Data Engineer,7,Mumbai,1100000
3626,Accenture,Data Engineer,7,Mumbai,630000
3627,Mactores,Data Engineer,5,Mumbai,542342
3628,Capgemini,Data Engineer,5,Mumbai,695747
3629,Deloitte,Data Engineer,4,Mumbai,744034
3630,IBM,Data Engineer,3,Mumbai,1018095
3631,Exponentia DataLabs,Data Engineer,3,Mumbai,621583
3632,Reliance Industries,Data Engineer,3,Mumbai,644930
3633,Morgan Stanley,Data Engineer,2,Mumbai,909682
3634,Bank of America,Data Engineer,2,Mumbai,928488
3635,TCS,Data Engineer,2,Mumbai,459892
3636,PwC,Data Engineer,2,Mumbai,1077564
3637,GEP,Data Engineer,2,Mumbai,1321470
3638,Lumiq (India),Data Engineer,2,Mumbai,795858
3639,IFI Techsolutions,Data Engineer,2,Mumbai,353152
3640,Fresher,Data Engineer,2,Mumbai,362640
3641,Quantiphi,Data Engineer,2,Mumbai,613152
3642,Testbook.com,Data Engineer,2,Mumbai,612517
3743,Quantiphi Senior,Data Engineer,15,Mumbai,1080000
3744,LTI Senior,Data Engineer,12,Mumbai,886686
3745,Fractal Senior,Data Engineer,7,Mumbai,2051223
3746,Fractal Big,Data Engineer,7,Mumbai,865380
3747,Tata Consultancy Services Big,Data Engineer,5,Mumbai,550000
3748,Quantiphi,Machine Learning Engineer,28,Bangalore,875066
3749,Tata Consultancy Services,Machine Learning Engineer,9,Bangalore,490531
3750,Accenture,Machine Learning Engineer,5,Bangalore,748712
3751,Amazon,Machine Learning Engineer,4,Bangalore,1525549
3752,Intel Corporation,Machine Learning Engineer,4,Bangalore,625152
3753,First Student,Machine Learning Engineer,3,Bangalore,369852
3754,Google,Machine Learning Engineer,3,Bangalore,1244206
3755,Ignitarium Technology Solutions,Machine Learning Engineer,3,Bangalore,730063
3756,Infosys,Machine Learning Engineer,2,Bangalore,832266
3757,Wipro,Machine Learning Engineer,2,Bangalore,783333
3758,HCL Technologies,Machine Learning Engineer,2,Bangalore,1193616
3759,Deloitte,Machine Learning Engineer,2,Bangalore,1088590
3760,Oracle,Machine Learning Engineer,2,Bangalore,931048
3761,Fresher,Machine Learning Engineer,2,Bangalore,363036
3762,Microsoft,Machine Learning Engineer,2,Bangalore,2340910
3763,Wipro Technologies,Machine Learning Engineer,2,Bangalore,575209
3764,Mercedes-Benz Research and Development India,Machine Learning Engineer,2,Bangalore,1521127
3765,Continental,Machine Learning Engineer,2,Bangalore,589116
3766,Subex,Machine Learning Engineer,2,Bangalore,927200
3767,Text Mercato,Machine Learning Engineer,2,Bangalore,338722
3768,HyperVerge,Machine Learning Engineer,2,Bangalore,1168458
3769,Quale Infotech,Machine Learning Engineer,2,Bangalore,665000
3770,BlueOptima,Machine Learning Engineer,2,Bangalore,1180965
3771,Sixth Energy Technologies,Machine Learning Engineer,2,Bangalore,310014
3772,Qualitas Technologies,Machine Learning Engineer,2,Bangalore,562103
3773,Graphene (Singapore),Machine Learning Engineer,2,Bangalore,991010
3774,NewSpace Research and Technologies,Machine Learning Engineer,2,Bangalore,1000000
3775,Uncanny Vision,Machine Learning Engineer,2,Bangalore,984047
3776,Openstream,Machine Learning Engineer,2,Bangalore,551847
3777,Avaamo,Machine Learning Engineer,2,Bangalore,2452646
3778,Lucida Technologies,Machine Learning Engineer,2,Bangalore,636937
3779,The Alacer Group,Machine Learning Engineer,2,Bangalore,1515264
3780,IceCream Labs,Machine Learning Engineer,2,Bangalore,1027889
3781,Digital Aristotle,Machine Learning Engineer,2,Bangalore,1012824
3782,Chefling,Machine Learning Engineer,2,Bangalore,1608545
3783,Tardid,Machine Learning Engineer,2,Bangalore,562282
3784,Pixuate,Machine Learning Engineer,2,Bangalore,709492
3785,Qwickbit Technologies,Machine Learning Engineer,2,Bangalore,338792
3786,Vectra AI,Machine Learning Engineer,2,Bangalore,1008975
3948,Tata Consultancy Services,Machine Learning Engineer,7,Pune,440139
3949,Atos-Syntel,Machine Learning Engineer,3,Pune,356402
3950,Infosys,Machine Learning Engineer,2,Pune,495280
3951,First Student,Machine Learning Engineer,2,Pune,516000
3952,Barclays,Machine Learning Engineer,2,Pune,2050654
3953,Aera Technology,Machine Learning Engineer,2,Pune,1444930
3954,Climate Connect,Machine Learning Engineer,2,Pune,377136
4031,Tata Consultancy Services,Machine Learning Engineer,7,Hyderabad,732477
4032,FactSet,Machine Learning Engineer,7,Hyderabad,1746411
4033,Phenom,Machine Learning Engineer,5,Hyderabad,1693961
4034,Accenture,Machine Learning Engineer,3,Hyderabad,1154890
4035,Amazon,Machine Learning Engineer,3,Hyderabad,419297
4036,Qualcomm,Machine Learning Engineer,3,Hyderabad,1362714
4037,AppliedAICourse,Machine Learning Engineer,3,Hyderabad,569784
4038,DeepEdge,Machine Learning Engineer,3,Hyderabad,880000
4039,Amazon,Machine Learning Engineer,2,Hyderabad,6518917.42
4040,DONE by NONE,Machine Learning Engineer,2,Hyderabad,820164
4041,Aviso,Machine Learning Engineer,2,Hyderabad,1210860
4042,CreditVidya,Machine Learning Engineer,2,Hyderabad,1581030
4043,CognitiveScale,Machine Learning Engineer,2,Hyderabad,1913450
4044,Quixy,Machine Learning Engineer,2,Hyderabad,921650
4045,Avantari Technologies,Machine Learning Engineer,2,Hyderabad,587852
4046,Vrinda Techapps,Machine Learning Engineer,2,Hyderabad,204841
4115,Amazon,Machine Learning Data Associate,38,Hyderabad,275841
4116,Amazon,Machine Learning Data Associate I,9,Hyderabad,258596
4117,Amazon,Machine Learning Associate,6,Hyderabad,295114
4118,Amazon,Machine Learning Data Associate II,5,Hyderabad,383213
4119,Amazon,Machine Learning Engineer,4,Hyderabad,297469
4120,Techolution,Associate Machine Learning Engineer,3,Hyderabad,464372
4121,Amazon,Machine Learning Data Analyst,3,Hyderabad,361378
4146,Monsoon (India),Machine Learning Engineer,3,New Delhi,756978
4147,Tata Consultancy Services,Machine Learning Engineer,2,New Delhi,396478
4148,Adobe,Machine Learning Engineer,2,New Delhi,308532
4149,Samsung R&D Institute India - Noida,Machine Learning Engineer,2,New Delhi,1640000
4150,R Systems,Machine Learning Engineer,2,New Delhi,386952
4151,wayForward,Machine Learning Engineer,2,New Delhi,845183
4152,Navia Life Care,Machine Learning Engineer,2,New Delhi,489444
4153,NewSpace Research and Technologies,Machine Learning Engineer,2,New Delhi,313380
4154,RMgX,Machine Learning Engineer,2,New Delhi,550316
4155,Mesh (CA),Machine Learning Engineer,2,New Delhi,1210452
4156,Kwantics,Machine Learning Engineer,2,New Delhi,664388
4234,Genpact,Machine Learning Engineer,2,New Delhi,208344
4235,Pitney Bowes,Machine Learning Engineer,2,New Delhi,324924
4236,Internity Foundation,Machine Learning Engineer,2,New Delhi,102840
4245,Quantiphi,Machine Learning Engineer,81,Mumbai,839303
4246,Tata Consultancy Services,Machine Learning Engineer,6,Mumbai,824909
4247,Aureus Analytics,Machine Learning Engineer,4,Mumbai,1028702
4248,Quantiphi,Machine Learning Engineer,3,Mumbai,257976
4249,Nones,Machine Learning Engineer,2,Mumbai,622422
4250,Fynd,Machine Learning Engineer,2,Mumbai,1012128
4251,Cere Labs,Machine Learning Engineer,2,Mumbai,302507
4252,Biosense Technologies,Machine Learning Engineer,2,Mumbai,321504
4312,Quantiphi,Senior Machine Learning Engineer,13,Mumbai,1130000
4313,Haptik,Senior Machine Learning Engineer,3,Mumbai,229416
4314,iSchoolConnect,Senior Machine Learning Engineer,2,Mumbai,1335445
